grid,velocity,T,density,Y_C2H4,Y_O2,Y_CO2,Y_CO,Y_H2O,Y_H2,Y_N2
0.014093749999999999,4.8029297779045335,1569.4237646016124,0.20763681783587137,0.0003953545575055005,0.092535674060409,0.0749778063565725,0.056996475417176104,0.04447237525584466,0.004786252364955772,0.7258360619875365
0.014097656249999998,4.858529092295185,1589.0207426704676,0.20526069367999686,0.00014164647459234559,0.09061790561593133,0.07747672830434246,0.05591989020380807,0.045319766033995366,0.004728612531115259,0.7257954508362151
0.014101562499999998,4.910422067907191,1607.5354406158212,0.20309151329804936,2.6492661425209138e-05,0.08886350525388849,0.0799253296202403,0.05463730827869949,0.04615009360045149,0.004667056832368721,0.7257302137529263
0.014109374999999999,5.007063397629103,1642.3988714167847,0.19917164277145755,8.229548098598609e-08,0.08566127284755068,0.08464352410220377,0.05183557091569096,0.04775456471450712,0.00454082601672368,0.7255641591078427
0.014124999999999999,5.186117964560752,1707.4114035410214,0.1922950918032374,0.0,0.07974008523344307,0.09338916975562364,0.0465778140438373,0.05076374662893773,0.004303035681507503,0.7252261486566509
0.014140624999999999,5.3485336718075915,1766.8367757258409,0.18645578034268637,0.0,0.074292537615412,0.10135184948265628,0.041812910911046136,0.05356551573103017,0.004082619524903432,0.7248945667349519
0.014156249999999999,5.495475101364995,1820.9692580687718,0.18147020808144693,0.0,0.06930201939004614,0.1085434812362681,0.03752681638308521,0.05617263754725353,0.00387819343176895,0.7245768520115782
0.014171874999999999,5.628182689044091,1870.1536136433429,0.17719129903248937,0.0,0.06474491972292995,0.11499422590496322,0.03369576090683687,0.05859846953133998,0.0036884238473819304,0.7242782000865481
0.014187499999999999,5.74788952393906,1914.7530378721317,0.17350107204087079,0.0,0.060593996431317874,0.12074479504124501,0.030290731643970784,0.06085625732676232,0.0035120594060049338,0.7240021601506992
0.014218749999999999,5.952756951415738,1991.4590575021389,0.16752993435368618,0.0,0.05348461157178143,0.13020167674564948,0.024710203383481177,0.06487255111109522,0.0031986209793759108,0.7235323362086168
0.014249999999999999,6.121171717378338,2054.914719906627,0.16292060016206908,0.0,0.04756334411229459,0.13762235861867694,0.020357145498378547,0.0683904145320756,0.002924547003221062,0.7231421902353532
0.014281249999999999,6.259866600039745,2107.3853836454828,0.15931089644590612,0.0,0.04263850476384825,0.1433530600138106,0.01701542215956065,0.07148266217741087,0.0026836989259364555,0.7228266519594332
0.014312499999999999,6.374339274399279,2150.785573169956,0.15644993267777202,0.0,0.03854364067697399,0.1477003026995955,0.014496341392527104,0.07421071746488046,0.002471009177656828,0.7225779885883661
0.014343749999999999,6.469031756873857,2186.70571841665,0.15415984634142524,0.0,0.035138003025727185,0.1509264703375196,0.012639812304047775,0.0766256857116358,0.002282310167726835,0.7223877184533429
0.014374999999999999,6.547515113970959,2216.454275426751,0.1523119711693715,0.0,0.03230443233924288,0.1532520230026914,0.011312056180963396,0.07876971668541824,0.002114173983183876,0.7222475978085003
0.014437499999999999,6.66486953964771,2260.7385321890642,0.14963007321971192,0.0,0.02807715669537962,0.15574469932846338,0.009912565353736484,0.0823371845241272,0.0018319952118168925,0.7220963988864764
0.014499999999999999,6.749155455871843,2292.325519346251,0.1477614358524543,0.0,0.025033758726753848,0.1566608136892368,0.00943614088190005,0.08523567289779345,0.001601368236638511,0.7220322455676774
0.014624999999999999,6.8501632230267475,2329.649497105252,0.14558264280575006,0.0,0.021394533526563488,0.15584341772691038,0.0100217842612892,0.08943640359711781,0.001261171834252211,0.7220426890538669
0.01475,6.910397352881062,2351.442712341477,0.14431367342252088,0.0,0.019229298702653053,0.1540808448630694,0.011149858455689199,0.09241789250782394,0.0010188265043111304,0.7221032789664532
0.014875,6.948291398857232,2364.8838707388177,0.14352662085059617,0.0,0.017871067954168453,0.15224017095477818,0.012305886657828781,0.0945660843176651,0.0008433333580168132,0.7221734567575426
0.015,6.973221103902175,2373.602706117545,0.1430134979541826,0.0,0.016978175076819303,0.15063978246674875,0.013303595419166923,0.09612699174625884,0.0007147334378259114,0.7222367218531802
0.01525,6.999397777152766,2382.7486591779943,0.1424786371311279,0.0,0.016028557503996926,0.1484903808930235,0.01464404147769917,0.09797226203706876,0.0005578437813514775,0.7223069143068601
